"IDRSSD"	RCON9224	RCON9999	RSSD9017	RSSD9050	RSSD9130	RSSD9200	RSSD9220	
	ID_LEI	MICR9999REPORT DATE	NM_LGL	ID_FDIC_CERT	CITY	STATE_ABBR_NM	ZIP CODE	
336147	549300MIICHJBUDK6R97	20220630	United Citizens Bank   Trust Company, Inc.	15249	Campbellsburg	KY	40011	
336361	5493002DVKU2XXE18R77	20220630	SANGER BANK	27043	SANGER	TX	762661029	
336576	549300N24HTC7KQ3LC70	20220630	The Equitable Bank, State Savings Bank	28614	Wauwatosa	WI	53226	
336950		20220630	Ashton State Bank	1436	Ashton	NE	68817	
337340		20220630	Heritage Bank of Schaumburg	21721	Schaumburg	IL	60194	
338646	549300JMCI45DZ4YNK98	20220630	TrustBank	14662	Olney	IL	62450	
338851		20220630	CAMBRIDGE STATE BANK	10987	CAMBRIDGE	MN	55008	
338945	5493007G4A5JH1JMER52	20220630	1ST COMMUNITY BANK	11706	SHERRARD	IL	612810455	
339072	549300EMNQ2QLOEPQ289	20220630	Colonial Savings, F.A.	31361	Fort Worth	TX	76102	
339353		20220630	First Security Bank - Canby	5107	Canby	MN	56220	
339456	549300L4Z4LTG4TJTM66	20220630	First Community Bank	24353	Corpus Christi	TX	78401	
339607	5493008KJFFG6PYZ5914	20220630	Saco & Biddeford Savings Institution	17743	Saco	ME	04072	
339773	5493000NZZZU3GFIYL71	20220630	Needham Bank	26483	Needham	MA	2492	
339858	FU7RSW4CQQY98A2O7J66	20220630	BOKF, NA	4214	Tulsa	OK	74192	
339876		20220630	First Federal Savings   Loan Association of Aberdeen	29646	Aberdeen	MS	39730	
340135	549300CTISSNREVLNO46	20220630	Bank of Tennessee	21573	KINGSPORT	TN	37660	
340144	549300RBWA4J4QTPSY69	20220630	Peoples State Bank	18569	Wausau	WI	54401	
340256		20220630	21st Century Bank	9751	Loretto	MN	55357	
340443		20220630	FIRST NATIONAL BANK IN PINCKNEYVILLE	13813	PINCKNEYVILLE	IL	62274	
340742	549300RIPPSJXAQKZ383	20220630	CIBM BANK	11729	CHAMPAIGN	IL	61821	
340751	549300L34FQYD6PROV86	20220630	First National Bank Of Albany/Breckenridge	3067	Albany	TX	76430	
341310		20220630	Walden Savings Bank	15987	Montgomery	NY	12549	
342054		20220630	Phelps County Bank	18841	Rolla	MO	65401	
342362		20220630	First National Bank of Shiner	5529	Shiner	TX	77984	
342410	54930060KLIQD8MMSB55	20220630	Orrstown Bank	713	Shippensburg	PA	172570250	
342634	01J4SO3XTWZF4PP38209	20220630	Trustmark National Bank	4988	Jackson	MS	39205	
343051		20220630	Bank Of Eufaula	4094	Eufaula	OK	74432	
343248		20220630	FIRST NATIONAL BANK	4494	PRIMGHAR	IA	51245	
343770		20220630	NASHVILLE SAVINGS BANK	29677	NASHVILLE	IL	62263	
343903	549300J5W91RLNLMTL86	20220630	Adams Community Bank	90140	Adams	MA	01220	
343958		20220630	Currie State Bank	08833	Currie	MN	56123	
344647		20220630	First Bankers Trust Company, National Association	16501	Quincy	IL	62301	
344852	254900PTHF2B5Z1PGA51	20220630	Perennial Bank	1413	Darwin	MN	55324	
345309	5493000GQWJTTR0TEH83	20220630	Chelsea Groton Bank	18238	Groton	CT	6340	
345345		20220630	American Bank, National Association	5800	Le Mars	ID	51031	
345747		20220630	State Bank	1833	Brownsburg	IN	46112	
345756		20220630	First State Bank Of St. Charles, Missouri	12219	Saint Charles	MO	63301	
345877	5493005EWJNDWPLNG328	20220630	Century Next Bank	29700	Ruston	LA	71270	
346379		20220630	First Federal Community Bank Of Bucyrus	29705	Bucyrus	OH	44820	
346566		20220630	First National Bank Of South Padre Island	24902	South Padre Island	TX	78597	
346771	254900KX4PZDHAK8I871	20220630	First Federal Savings Bank of Champaign-Urbana	28445	Champaign	IL	61820	
347022		20220630	FIRST NATIONAL BANK OF SOUTH CAROLINA	2107	HOLLY HILL	SC	29059	
347639	549300UV5JQXLGVWIP44	20220630	Devon Bank	16249	Chicago	IL	60645	
347956	549300SEW263WB5KWU64	20220630	Vast Bank, N.A.	23737	Tulsa	OK	74120	
348159		20220630	i3 Bank	8595	Bennington	NE	68007	
348720		20220630	Farmers and Merchants Bank	2036	Granite Quarry	NC	28072	
349129		20220630	The Commercial Bank	14642	Honea Path	SC	29654	
349343		20220630	Town And Country Bank Midwest	10460	Quincy	IL	62301	
350572		20220630	1St United Bank	31249	Faribault	MN	55021	
350657		20220630	1ST BANK IN HOMINY	4122	HOMINY	OK	74035	
350750	549300B8JQ9XD5FQQH32	20220630	North Valley Bank	18710	Thornton	CO	80229	
351131		20220630	Bank Of Brewton	5605	Brewton	AL	36426	
351560		20220630	Summit Bank	23864	Oakland	CA	94611	
351878		20220630	Aroostook County Federal Savings And Loan Association	29743	Caribou	ME	04736	
352370	549300LYVRGGGBBPPV22	20220630	Southern Hills Community Bank	29749	Leesburg	OH	45135	
352651		20220630	Boc Bank	25328	Mclean	TX	79057	
352745		20220630	State Street Bank And Trust Company	14857	Quincy	IL	62301	
352772	WE0I402RW25AU38DTI13	20220630	Banner Bank	28489	Walla Walla	WA	99362	
353238		20220630	Central State Bank	72	Calera	AL	35040	
353546	54930041S7CZYMJ4CH46	20220630	The First National Bank in Tremont	3749	Tremont	IL	615680023	
353555	549300ASIS4D2QDWH380	20220630	Amarillo National Bank	14531	Amarillo	TX	79101	
353957		20220630	The First Farmers National Bank of Waurika	4222	Waurika	OK	73573	
354057		20220630	First National Bank of Alvin	18282	Alvin	TX	77511	
354253		20220630	Sunrise Bank Dakota	15847	Onida	SD	57564	
354310	549300LBK5BTNFKZJD14	20220630	Univest Bank and Trust Co.	7759	Souderton	PA	18964	
354552	549300IY6RZNCBF0QZ14	20220630	Community National Bank	25665	Seneca	KS	66538	
354851		20220630	The State Exchange Bank	13551	Lamont	OK	74643	
355120		20220630	Carolina Bank & Trust Company	16723	Darlington	SC	29532	
355559	254900HI61SSH8KEBQ58	20220630	Range Bank	5072	Marquette	MI	49855	
355858		20220630	First National Bank	14712	Fort Pierre	SD	57532	
356239		20220630	Citizens State Bank	10474	Lena	IL	610480396	
356659		20220630	Solomon State Bank	4773	Solomon	KS	674800305	
356752		20220630	The Citizens State Bank Of Ontonagon	8183	Ontonagon	MI	49953	
357526		20220630	Davis Trust Company	2453	Elkins	WV	26241	
357553		20220630	FIRST PIONEER NATIONAL BANK	3063	WRAY	CO	80758	
357777	549300H05YH2B8D1FY15	20220630	GREENVILLE SAVINGS BANK	30637	GREENVILLE	PA	16125	
357937		20220630	Citizens Bank And Trust Company	1376	Plaquemine	LA	70764	
358112		20220630	Commercial Bank	9310	West Liberty	KY	41472	
358448		20220630	Mayville State Bank	12899	Mayville	MI	48744	
358756		20220630	Tampa State Bank	13584	Tampa	KS	67483	
359472		20220630	Homewood Federal Savings Bank	31267	Baltimore	MD	21224	
359650		20220630	Alden State Bank	17652	Sterling	KS	67579	
359744		20220630	WHITE STATE BANK	8519	SOUTH ENGLISH	IA	523350068	
360777		20220630	Jackson Savings Bank, SSB	31266	Sylva,	NC	28779	
361055	5493009SXBJ8LKIU7Q54	20220630	CoreFirst Bank   Trust	18100	Topeka	KS	66611	
361167	549300BEM32ZRV7MJ178	20220630	Southside Bank	18297	Tyler	TX	75701	
361279	5493002HHKWZSFP7AI61	20220630	Community Bank	31272	Lexington	TN	38351	
361354		20220630	Grant County Bank	15778	Medford	OK	73759	
361439		20220630	Andrew Johnson Bank	22015	Greeneville	TN	37743	
362043		20220630	The Exchange State Bank	16094	Springville	IA	52336	
362155		20220630	The First National Bank of Anderson	3075	Anderson	TX	77830	
362717	5493004F1BOBD3SG7P54	20220630	The Croghan Colonial Bank	13341	Fremont	OH	43420	
362856		20220630	The Big Bend Banks, N.A. Dba Marfa National Bank	3320	Marfa	TX	79843	
362940	2549006NO5DK6AW2E061	20220630	State Bank of St. Jacob	5730	St. Jacob	IL	622810275	
363442		20220630	SAINTE MARIE STATE BANK	12086	SAINTE MARIE	IL	62459	
363648		20220630	Security Trust & Savings Bank	968	Storm Lake	IA	50588	
363657		20220630	The First National Bank Of Bemidji	5093	Bemidji	MN	56601	
363778		20220630	Peoples First Savings Bank	30688	Mason	OH	45040	
364131		20220630	Great Oaks Bank	16780	Eastman	GA	31023	
364270		20220630	Bankpacific, Ltd.	30692	Hagatna	GU	96910	
364430	549300KPBBGW1ZTEPR29	20220630	Bank of St. Francisville	22739	St. Francisville	LA	70775	
364850		20220630	First State Bank of Bigfork	10991	Bigfork	MN	566280257	
365325	549300MKOZ81ZWTNKB12	20220630	United Bank	22858	Fairfax	VA	22030	
365745		20220630	Pinnacle Bank	00252	Marshalltown	IA	50158	
365848	5493003K5GJU8VB60Z66	20220630	Williamsville State Bank And Trust	12388	Williamsville	IL	62693	
365950		20220630	LimeBank	11003	Bolivar	MO	65613	
366078	5493001ZYMBN3CK8LJ82	20220630	Sturgis Bank & Trust Company	28593	Sturgis	MI	49091	
366238		20220630	Pinnacle Bank	14065	Elberton	GA	30635	
366247		20220630	TEMPLETON SAVINGS BANK	969	TEMPLETON	IA	51463	
366359	2549005AK04LGIZGXS10	20220630	First National Bank of Anson	3078	Anson	TX	79501	
366658		20220630	First Independent Bank	18380	Aurora	MO	65605	
366854		20220630	Kendall Bank	16471	Overland Park	KS	66210	
367150		20220630	COMMUNITY STATE BANK	22567	SHELBINA	MO	63468	
367178		20220630	Miami Savings Bank	32293	Miamitown	OH	45041	
367431		20220630	Citizens Bank Of The South	19420	Sandersville	GA	31082	
367543		20220630	Kentland Bank	13843	Kentland	IN	47951	
368054		20220630	MASON BANK	3327	MASON	TX	76856	
368344		20220630	Farmers Savings Bank & Trust	10122	Traer	IA	50675	
368522	5493006J2ROMTD5Q0731	20220630	Apollo Trust Company	6051	Apollo	PA	15613	
368933		20220630	The First  National Bank of Beardstown	3607	Beardstown	IL	62618	
368951	254900N10G1D8QK8M334	20220630	KAW VALLEY STATE BANK & TRUST CO.	17832	WAMEGO	KS	66547	
369453		20220630	Impact Bank	17399	Wellington	KS	67152	
369659		20220630	The First National Bank of Central Texas	3325	Waco	TX	76710	
370020	5493002B3KWBDNOTY262	20220630	Pendleton Community Bank	6176	Franklin	WV	268070487	
370347		20220630	The First National Bank Of Litchfield	3807	Litchfield	IL	62056	
370721	549300L8KOGOW7X6DY09	20220630	The Farmers State Bank	14991	New Madison	OH	45346	
370833		20220630	CARVER STATE BANK	16584	SAVANNAH	GA	31402	
370954		20220630	The Cowboy Bank Of Texas	12298	Maypearl	TX	76064	
371223	549300qhpj9clolcve82	20220630	Riverhills Bank	6662	Milford	OH	45150	
371232		20220630	First Community Bank And Trust	15913	Beecher	IL	60401	
371362	2549008DKNX6KPDOUX53	20220630	Wellington State Bank	1219	Wellington	TX	79095	
371559		20220630	Community National Bank of Okarche	25161	Okarche	OK	73762	
371755		20220630	First National Bank	5113	Chisholm	MN	55719	
371849		20220630	Bank of Yates City	11715	Yates City	IL	61572	
371924		20220630	Community Bank	7848	Carmichaels	PA	15320	
371942		20220630	Liberty Bank	11719	Liberty	IL	62347	
372444		20220630	Litchfield National Bank, The	3808	Litchfield	IL	62056	
372538	254900R51FSMCPO6HB07	20220630	The Evangeline Bank And Trust Company	12611	Ville Platte	LA	70586	
372640	549300A6T9G3QXH9KZ27	20220630	Farmers And Merchants Bank	13801	Laotto	IN	46763	
372855		20220630	Stryv Bank	21955	Wichita	KS	67219	
373272		20220630	Compass Savings Bank	29430	Wilmerding	PA	15148	
373553		20220630	First Bank and Trust	03335	Memphis	TX	79245	
373601	549300V7VRSW36FYYJ37	20220630	UNION COUNTY SAVINGS BANK	12013	ELIZABETH	NJ	07208	
374130		20220630	The Citizens Bank	16369	Enterprise	AL	36330	
374653	549300Z77WUYJM3QG591	20220630	First PREMIER Bank	6085	Sioux Falls	SD	57104	
374774		20220630	Surety Bank	33026	Deland	FL	32720	
375043	549300U8L31JJT1ZDP60	20220630	PEOPLES NATIONAL BANK, N.A.	3809	MT VERNON	IL	62864	
375379		20220630	North Side Federal Savings And Loan Association Of Chicago	29449	Chicago	IL	60640	
375502	549300GBPH5PK1AIGV76	20220630	The Provident Bank	90141	Amesbury	MA	01913	
375566	549300N34GCCEN8EJE06	20220630	First National Bank	26543	Wichita Falls	TX	76310	
375650		20220630	Menard Bank	3336	Menard	TX	76859	
376237		20220630	MERCHANTS & FARMERS BANK OF GREENE COUNTY	855	EUTAW	AL	35462	
376273	254900PST6LLDPCKSN83	20220630	North Shore Bank, FSB	28679	Brookfield	WI	53005	
376442		20220630	First Bank	4519	Waverly	IA	506770837	
376947		20220630	Citizens' Bank Of Charleston	17830	Charleston	MO	63834	
377663		20220630	FANNIN BANK	5589	BONHAM	TX	754180160	
377850		20220630	FIRST SECURITY BANK AND TRUST COMPANY	17001	OKLAHOMA CITY	OK	73111	
378044		20220630	COMMUNITY STATE BANK	5619	BRADLEY	AR	718260120	
378110		20220630	The Peoples Bank	00389	Gambier	OH	43022	
379050		20220630	State Bank Of Easton	16561	Easton	MN	56025	
379153		20220630	The First National Bank Of Evant	3190	Evant	TX	76525	
379470	254900PWTPCOI9QU5G90	20220630	Canton Cooperative Bank	26450	Canton	MA	02021	
379649		20220630	FIRST NATIONAL BANK OF IZARD COUNTY	11252	CALICO ROCK	AR	72519	
379920	N8T7HW55LK5D2ORCKP39	20220630	First National Bank Of Pennsylvania	7888	Greenville	PA	16125	
380346		20220630	Farmers Savings Bank	10500	Wever	IA	52658	
380458	254900GKRYTQSJG61D90	20220630	Texas Regional Bank	26906	Harlingen	TX	78552	
380533	549300POCKENHFN8BN88	20220630	Longview Bank	1786	Sidney	IL	61877	
380878		20220630	Van Wert Federal Savings Bank	29495	Van Wert	OH	45891	
380944	549300VGTHKRGXF7GQ17	20220630	The Bank Of Kaukauna	15228	Kaukauna	WI	54130	
381026		20220630	The Twin Valley Bank	13802	West Alexandria	OH	45381	
381343	549300PQQ811NIDWVF29	20220630	Citizens Bank And Trust Company	4533	Kansas City	MO	64153	
381932		20220630	Commercial Banking Company	16246	Valdosta	GA	31602	
381950		20220630	THE FIRST NATIONAL BANK OF SAINT IGNACE	5074	SAINT IGNACE	MI	49781	
382050		20220630	CENTRAL SAVINGS BANK	1095	SAULT STE MARIE	MI	49783	
382069		20220630	International Bank of Commerce - Zapata	24961	Zapata	TX	78076	
382256		20220630	STANTON STATE  BANK	5478	STANTON	NE	687790437	
382274		20220630	Kentland Federal Savings and Loan Association	28722	Kentland	IN	47951	
382443		20220630	Farmers Trust And Savings Bank	14392	Williamsburg	IA	52361	
382537		20220630	The Bank Of Vernon	51	Vernon	AL	35592	
382649	213800K8DDKEL9X40K57	20220630	FIRST SOUTHERN BANK	15565	MARION	IL	62959	
382658		20220630	PUTNAM COUNTY STATE BANK	22895	UNIONVILLE	MO	635650285	
382742		20220630	Bank Michigan	1008	Brooklyn	MI	49230	
382854		20220630	Security Bank Of Pulaski County	15347	Saint Robert	MO	65584	
384018	5493001FKX0BM8GN6P73	20220630	Woori America Bank	24920	New York	NY	10001	
384278	Q708HHR4LD2B7XIZNO92	20220630	First Federal Bank	31313	Lake City	FL	32055	
384353		20220630	The Bank of Steinauer	10635	Steinauer	NE	68441	
384652	549300DAMCNKOEKNFG26	20220630	DALLAS CAPITAL BANK, N.A.	20727	DALLAS	TX	753814810	
384830		20220630	Citizens Bank & Trust Co.	16417	Covington	LA	70433	
385350		20220630	Community Bank Of Cameron	12349	Cameron	WI	54822	
385471		20220630	Madison County Bank	31999	Madison	NE	68748	
385547		20220630	The Citizens Farmers Bank of Cole Camp	11463	Cole Camp	MO	65325	
385686		20220630	Lusitania Savings Bank	34058	Newark	NJ	07105	
386432		20220630	Liberty Bank	20429	Geraldine	AL	35974	
386450		20220630	Five Points Bank Of Hastings	14312	Hastings	NE	68901	
386731		20220630	STATE BANK & TRUST	861	Winfield	AL	35594	
386825		20220630	The Citizens National Bank Of Woodsfield	6732	Woodsfield	OH	43793	
387055	5493008ZGI6EQ8RHPQ04	20220630	State Bank, The	1778	La Junta	CO	81050	
387671		20220630	FIRST FEDERAL BANK   TRUST	29537	SHERIDAN	WY	82801	
388155	254900FP6SX9QWAB1J85	20220630	First Texoma National Bank	13905	Durant	OK	74701	
388258		20220630	Marquette Farmers State Bank Of Marquette Kansas	18094	Marquette	KS	67464	
388557		20220630	RIVERSTONE BANK	10641	EAGLE	NE	68341	
388744		20220630	Alden State Bank	17622	Alden	MI	49612	
388753		20220630	Farmers And Merchants State Bank Of Alpha	10571	Alpha	MN	56111	
388874		20220630	Gunnison Savings And Loan Association	30388	Gunnison	CO	81230	
389358		20220630	Security State Bank	11907	Farwell	TX	79325	
389376		20220630	Tecumseh Federal Bank	30395	Tecumseh	NE	68450	
389826		20220630	The Pataskala Banking Company	9440	Pataskala	OH	430629626	
390372		20220630	Arundel Federal Savings Bank	28780	Glen Burnie	MD	21061	
390840	2549003KE4TBG4N5AY60	20220630	Union Bank	14722	Lake Odessa	MI	48849	
391418	549300B7FZCKGNZF2Y52	20220630	First & Peoples Bank And Trust Company	8122	Russell	KY	41169	
391557		20220630	Lakeside Bank Of Salina	21255	Salina	OK	74365	
391575	549300RV3BMT6ES6TO70	20220630	United Fidelity Bank, fsb	29566	Evansville	IN	47708	
391959		20220630	First Bank of Utica	14281	UTICA	NE	68456	
391977		20220630	Sturdy Savings Bank	28788	Stone Harbor	NJ	08247	
392152		20220630	New Century Bank	8108	Belleville	KS	66935	
392255	549300OTZJELCR34CD18	20220630	First National Bank	5087	Bagley	MN	56621	
392778	2549000BVJ73CTA1IZ30	20220630	CENTURY SAVINGS BANK	30428	VINELAND	NJ	08360	
393252		20220630	THE FIRST NATIONAL BANK OF FLOYDADA	3197	FLOYDADA	TX	79235	
393355		20220630	Bank of Weston	1418	Weston	MO	64098	
393953		20220630	HOMETOWN BANK, NA	19603	GALVESTON	TX	77551	
394156		20220630	Snb Bank, National Association	4196	Shattuck	OK	73858	
394259		20220630	The First State Bank	5835	Norton	KS	67654	
395238		20220630	Synovus Bank	873	Columbus	GA	31901	
396057	549300OBOL474MATJ593	20220630	Independence State Bank	10741	Independence	WI	54747	
396244		20220630	River City Bank, Inc.	26703	Louisville	KY	40202	
396253	549300CKJ4DTUYAZXI11	20220630	First National Bank And Trust Company	25738	Shawnee	OK	74804	
396954		20220630	The Pecos County State Bank	13006	Fort Stockton	TX	79735	
397456		20220630	First National Bank of Fort Stockton	17913	Fort Stockton	TX	79735	
397531	2549009SLV9L2AAN3089	20220630	AMALGAMATED BANK OF CHICAGO	903	CHICAGO	IL	60602	
397540	549300BREPLU2KKPI102	20220630	FIRST NATIONAL BANK OF FORT SMITH	3864	FORT SMITH	AR	72901	
397559		20220630	Dundee Bank	10643	Omaha	NE	68132	
397755		20220630	Legacy Bank & Trust Company	22319	Mountain Grove	MO	65711	
397858		20220630	Spiro State Bank	16908	Spiro	OK	74930	
398051		20220630	Farmers & Merchants Bank of Ashland	5377	Ashland	NE	68003	
398248	549300M20N1NQO7LMK11	20220630	The Campbell & Fetter Bank	16757	Kendallville	IN	46755	
398668		20220630	The Bank of New York Mellon Trust Company, National Association	23472	Los Angeles	CA	90071	
398837		20220630	Copiah Bank	8231	Hazlehurst	MS	39083	
399357		20220630	McCLAVE STATE BANK	11261	McCLAVE	CO	81057	
399517	549300NBFK4GO76FTE84	20220630	Cnb Bank	13876	Clearfield	PA	16830	
399731		20220630	Bank Of Erath	8532	Erath	LA	70533	
399973		20220630	First Federal Savings And Loan Association Of Central Illinois, S.B.	29645	Shelbyville	IL	62565	
400057		20220630	First State Bank of Purdy	16162	Monett	MO	65708	
